3	1
7	2
8	8
9	7
10	2
11	2
12	5
13	4
14	4
15	3
16	4
17	13
18	2
19	2
21	1
22	2
23	2
24	10
25	6
26	3
27	5
28	4
29	6
30	8
31	6
32	9
33	11
34	11
35	7
36	19
37	9
38	14
39	6
40	8
41	10
42	11
43	11
44	11
45	5
46	11
47	7
48	8
49	11
50	9
51	11
52	8
53	10
54	7
55	12
56	12
57	14
58	9
59	15
60	12
61	14
62	18
63	20
64	21
65	21
66	17
67	12
68	19
69	7
70	8
71	4
72	16
73	4
74	3
75	8
76	3
77	4
78	7
79	5
80	2
81	12
82	14
83	21
84	12
85	11
86	10
87	11
88	4
89	6
90	4
91	10
92	3
93	2
94	5
95	1
96	2
97	1
99	1
100	1
101	2
102	1
105	1
106	1
112	1
113	1
114	1
120	2
126	1
128	17941506
129	219
135	2
138	1
140	2
142	1
143	1
144	1
145	4
153	5
158	1
160	1
161	3
162	1
167	1
169	1
177	1
184	1
185	35
186	1
193	263
198	1
200	1
209	1
225	1
233	3
241	1
249	1
257	3
265	3
273	1
281	2
289	8
297	1
305	2
313	3
321	8
329	130
337	2
345	3
361	4
369	4
377	2
385	20
393	4
401	4
409	1
417	2
431	1
433	1
441	2
457	6
465	1
473	1
481	2
489	2
497	2
505	1
513	7
521	2
529	32
537	12
545	7
553	1
561	2
569	3
577	117
585	2
593	3
601	1
609	6
617	3
625	9
633	1
641	10
657	4
665	5
673	3
681	1
689	7
697	1
705	2
713	2
721	8
729	1
737	3
745	1
753	1
761	8
769	9
777	1
785	4
793	2
801	1
809	3
817	6
825	3
833	1
841	1
849	3
857	3
865	4
873	3
881	6
889	8
897	6
905	2
913	3
921	3
929	2
937	3
945	6
953	2
961	8
969	3
977	4
985	1
1009	5
1017	2
1024	2
1025	1
1033	3
1041	2
1057	5
1065	5
1073	2
1081	4
1089	1
1097	3
1105	1
1113	5
1121	6
1129	1
1153	1
1161	1
1169	3
1177	3
1185	4
1193	1
1199	2
1201	3
1202	1
1204	2
1206	1
1207	1
1209	5
1217	1
1222	1
1225	1
1226	1
1231	1
1233	1
1241	2
1248	1
1249	2
1250	1
1257	4
1262	1
1264	1
1273	3
1281	2
1289	2
1297	1
1305	8
1313	3
1321	1
1329	1
1345	3
1353	5
1361	5
1369	2
1377	4
1385	1
1393	1
1409	6
1417	5
1433	5
1441	104
1457	5
1465	3
1473	4
1481	2
1489	1
1497	5
1505	4
1513	7
1521	4
1529	7
1537	7
1545	2
1553	7
1561	3
1569	7
1577	2
1585	8
1593	3
1601	3
1609	5
1617	7
1625	5
1633	2
1641	3
1649	8
1657	6
1665	316
1673	2
1681	1
1689	4
1697	2
1705	6
1713	56
1721	6
1729	4
1737	8
1745	5
1753	2
1761	6
1769	4
1777	8
1785	2
1793	5
1801	6
1809	2
1817	8
1825	3
1833	2
1841	3
1849	11
1857	5
1865	6
1873	5
1881	2
1889	2
1897	6
1905	4
1913	1
1921	4
1929	4
1937	1
1945	11
1953	4
1961	13
1969	3
1977	64
1985	8
1993	23
2001	6
2009	1
2017	5
2025	3
2033	2
2041	1
2048	70084
2049	46
2057	5
2073	1
2081	1
2089	3
2097	25
2105	3
2113	8
2121	3
2129	3
2137	3
2145	5
2153	9
2161	2
2177	3
2185	6
2193	3
2201	4
2209	3
2217	3
2225	1
2233	8
2241	7
2249	4
2257	2
2265	3
2273	6
2281	2
2289	7
2297	6
2304	2
2305	9
2313	6
2321	5
2329	9
2337	3
2345	3
2353	4
2361	5
2369	4
2377	3
2385	2
2393	8
2401	6
2409	3
2417	3
2425	5
2433	2
2441	8
2449	2
2457	3
2465	5
2473	6
2481	1
2489	9
2497	5
2505	6
2513	3
2521	4
2529	2
2537	4
2545	35
2553	2
2569	1
2577	2
2585	4
2593	2
2601	3
2609	5
2617	5
2625	4
2633	3
2641	3
2649	1
2657	1
2665	2
2673	3
2681	2
2689	4
2697	1
2705	5
2713	3
2721	3
2729	4
2737	5
2745	4
2753	7
2761	6
2769	6
2777	2
2785	3
2793	7
2809	5
2825	11
2833	4
2841	3
2849	1
2857	2
2865	1
2873	2
2881	1
2889	4
2897	3
2905	2
2913	1
2921	3
2929	1
2937	1
2945	2
2961	3
2977	4
2985	1
3001	3
3009	2
3033	1
3041	2
3049	1
3057	2
3065	5
3073	5
3081	3
3089	1
3097	2
3105	1
3121	2
3129	6
3137	2
3145	2
3153	1
3161	1
3177	2
3185	1
3193	2
3201	1
3209	4
3217	1
3233	1
3249	5
3257	1
3265	4
3273	4
3281	1
3289	2
3297	2
3305	2
3321	1
3329	4
3345	2
3353	1
3361	5
3369	3
3377	5
3385	1
3393	4
3401	1
3417	2
3425	1
3433	1
3441	2
3449	2
3457	2
3465	2
3481	3
3489	4
3497	1
3505	1
3513	1
3529	1
3537	1
3545	1
3553	2
3569	1
3577	5
3585	3
3593	1
3609	2
3617	1
3625	4
3633	8
3641	3
3649	7
3657	2
3665	3
3673	4
3681	3
3689	2
3705	1
3713	2
3729	4
3737	8
3745	3
3753	4
3761	1
3769	4
3793	2
3801	4
3809	2
3817	2
3825	2
3833	1
3841	2
3849	1
3857	4
3865	1
3889	1
3897	1
3905	4
3913	1
3921	3
3929	2
3937	2
3945	3
3961	1
3969	3
3977	4
3993	1
4001	1
4009	2
4025	3
4033	3
4049	2
4057	3
4073	23
4097	1
4105	2
4121	2
4137	2
4145	2
4153	1
4161	3
4169	3
4176	2
4185	2
4193	1
4201	1
4209	4
4217	1
4225	2
4233	4
4241	4
4249	1
4257	2
4265	1
4273	1
4281	1
4289	1
4297	3
4305	2
4321	2
4329	1
4337	1
4345	2
4353	2
4369	4
4385	2
4401	3
4409	2
4417	6
4425	3
4433	4
4441	2
4449	1
4457	4
4465	2
4473	10
4481	5
4489	7
4497	1
4505	4
4513	5
4521	9
4537	2
4545	6
4553	2
4561	1
4577	2
4585	4
4593	7
4601	4
4617	6
4625	5
4633	1
4641	3
4649	3
4657	2
4665	2
4673	3
4681	4
4697	3
4705	3
4713	3
4721	2
4729	3
4737	1
4745	5
4793	6
4801	2
4809	1
4817	3
4833	1
4841	4
4849	4
4857	2
4865	1
4873	3
4881	2
4889	1
4905	2
4913	4
4921	4
4929	2
4937	4
4945	1
4953	5
4961	6
4969	3
4977	2
4985	3
4993	4
5001	1
5009	6
5017	1
5033	2
5049	1
5057	3
5065	4
5073	3
5081	1
5089	3
5097	4
5105	2
5113	2
5121	3
5129	2
5145	2
5153	2
5169	2
5177	3
5185	6
5193	6
5201	9
5209	6
5217	5
5225	3
5233	4
5241	5
5249	3
5257	1
5265	1
5281	4
5289	4
5313	1
5321	2
5329	2
5337	1
5345	2
5353	4
5369	1
5377	5
5385	2
5401	1
5409	3
5417	5
5425	6
5433	2
5441	1
5449	1
5457	2
5465	1
5473	5
5481	2
5489	2
5497	5
5513	1
5529	1
5537	4
5545	1
5553	4
5561	1
5569	2
5577	1
5585	1
5601	2
5609	2
5617	1
5625	9
5633	1
5641	3
5649	3
5665	3
5673	2
5681	2
5689	2
5697	1
5705	3
5713	5
5721	1
5729	2
5737	3
5745	3
5753	2
5761	1
5769	3
5777	2
5793	3
5801	1
5809	2
5833	4
5841	3
5849	5
5857	2
5865	3
5873	5
5881	2
5905	1
5913	1
5921	3
5929	5
5937	3
5945	1
5953	2
5961	4
5969	4
5977	1
5985	3
5993	5
6001	3
6009	3
6017	3
6025	2
6033	2
6041	1
6049	3
6057	2
6065	4
6073	3
6081	5
6097	1
6113	2
6121	25
6129	3
6137	3
6145	2
6153	3
6161	2
6169	4
6177	1
6185	2
6193	1
6201	1
6209	3
6217	3
6249	2
6257	1
6265	1
6273	3
6289	4
6297	7
6305	4
6313	1
6321	1
6329	4
6337	4
6345	2
6353	3
6361	1
6385	2
6401	1
6409	3
6417	1
6425	4
6433	1
6441	2
6449	2
6457	1
6473	4
6481	2
6489	3
6497	2
6505	1
6513	1
6521	2
6529	3
6537	2
6545	1
6569	3
6577	5
6585	3
6593	2
6601	5
6609	4
6617	4
6633	4
6649	1
6657	3
6665	1
6673	1
6681	2
6689	1
6697	3
6705	2
6713	1
6721	2
6729	3
6737	2
6745	3
6761	3
6769	2
6777	8
6785	2
6793	2
6801	4
6809	24
6817	8
6825	9
6833	2
6841	2
6849	3
6857	3
6865	14
6873	1
6881	2
6889	2
6897	2
6913	3
6921	1
6937	2
6945	5
6953	2
6961	1
6977	3
6985	4
7001	6
7017	3
7033	3
7041	2
7049	2
7057	1
7065	1
7081	2
7089	2
7113	3
7121	3
7129	1
7137	2
7145	1
7153	4
7169	1
7185	3
7193	2
7201	3
7209	2
7217	1
7225	2
7233	1
7241	2
7249	5
7257	2
7265	1
7273	3
7289	1
7297	3
7305	1
7313	3
7321	2
7337	1
7353	3
7361	2
7369	1
7385	4
7393	2
7401	5
7409	3
7417	3
7425	9
7433	4
7441	6
7457	5
7465	8
7473	1
7481	3
7489	4
7505	4
7513	2
7521	3
7529	5
7537	5
7545	5
7553	4
7561	4
7569	3
7577	3
7585	3
7593	6
7601	3
7609	3
7617	3
7625	9
7633	3
7641	4
7649	5
7657	4
7665	3
7673	5
7681	6
7689	1
7697	3
7705	3
7713	4
7721	4
7729	3
7737	8
7745	3
7753	6
7761	6
7769	5
7777	2
7785	4
7793	2
7801	2
7809	5
7817	5
7825	4
7833	4
7841	4
7849	3
7857	5
7865	5
7873	5
7881	9
7889	1
7897	2
7905	2
7913	1
7921	3
7929	1
7937	2
7945	1
7953	3
7961	2
7977	1
7985	1
7993	1
8009	1
8017	3
8025	3
8033	6
8041	1
8057	4
8065	3
8073	2
8089	1
8097	3
8105	2
8113	1
8121	1
8129	2
8137	1
8145	3
8153	1
8161	1
8169	2
8177	2
8185	1
8201	3
8209	1
8217	2
8225	1
8241	1
8249	1
8265	1
8273	5
8289	1
8297	1
8305	6
8313	1
8321	13
8329	1
8337	2
8345	6
8353	2
8361	3
8369	5
8385	1
8393	1
8401	4
8409	2
8417	1
8425	2
8433	2
8449	3
8457	3
8465	2
8473	1
8481	1
8497	5
8505	2
8513	2
8521	1
8529	1
8537	1
8545	1
8553	2
8561	2
8569	7
8577	2
8585	2
8593	2
8601	2
8609	3
8617	2
8625	3
8633	1
8641	1
8649	2
8657	2
8665	2
8673	3
8681	4
8705	4
8721	1
8729	2
8737	5
8753	2
8761	2
8769	3
8777	2
8785	2
8793	3
8809	1
8817	5
8825	2
8841	2
8849	1
8857	1
8873	14
8905	1
8913	2
8921	1
8937	4
8945	2
8953	30
8961	1
8969	2
8977	1
8993	1
9001	2
9009	1
9025	3
9033	4
9041	3
9049	2
9057	5
9073	1
9081	1
9097	5
9105	2
9113	2
9153	1
9169	1
9177	1
9185	1
9193	1
9201	2
9217	5
9225	3
9233	1
9249	2
9273	1
9281	1
9297	1
9305	1
9321	1
9337	1
9345	4
9353	1
9361	2
9369	4
9377	4
9393	5
9401	2
9425	1
9441	3
9449	3
9457	1
9473	1
9497	2
9513	1
9521	1
9537	4
9545	1
9553	1
9569	4
9577	1
9585	1
9593	1
9617	1
9625	1
9633	1
9641	1
9649	1
9681	1
9689	2
9697	2
9721	4
9737	2
9745	4
9753	2
9761	3
9769	2
9777	3
9793	1
9801	2
9809	1
9817	1
9825	2
9841	1
9849	1
9865	1
9881	1
9889	2
9897	2
9905	1
9913	9
9921	4
9929	4
9961	1
9969	6
9985	3
10001	1
10017	1
10025	1
10033	3
10049	1
10057	1
10065	3
10073	1
10081	1
10089	1
10105	1
10113	10
10129	4
10145	1
10153	1
10177	4
10185	2
10225	1
10241	3
10265	1
10297	2
10313	1
10353	2
10361	3
10369	1
10377	4
10385	1
10409	1
10425	1
10433	2
10449	1
10457	2
10465	1
10489	5
10497	1
10537	6
10545	7
10561	3
10617	2
10625	2
10641	2
10657	1
10665	2
10673	2
10689	2
10713	1
10721	2
10729	2
10737	1
10745	2
10753	1
10769	1
10777	1
10793	1
10809	1
10817	2
10825	1
10841	1
10849	1
10857	1
10881	1
10905	1
10913	1
10921	2
10937	3
10945	2
10953	1
10961	1
10977	1
10985	1
10993	1
11001	1
11009	9
11017	1
11073	1
11105	4
11121	1
11129	1
11137	4
11145	2
11161	3
11169	1
11177	2
11185	1
11201	1
11225	2
11233	2
11241	1
11249	3
11265	4
11289	1
11297	2
11313	3
11321	3
11337	1
11345	2
11353	2
11401	1
11409	1
11417	2
11425	3
11473	1
11481	4
11497	1
11513	3
11521	2
11529	4
11545	5
11553	2
11561	2
11569	2
11577	1
11609	3
11649	1
11665	2
11673	2
11681	1
11689	1
11705	5
11721	1
11745	1
11753	1
11777	2
11817	3
11825	2
11841	12
11857	1
11881	1
11889	1
11897	1
11905	3
11921	1
11937	3
11945	4
11977	1
11985	2
12001	6
12017	4
12025	6
12041	2
12073	1
12081	1
12089	2
12105	1
12113	1
12121	3
12129	1
12137	1
12145	2
12177	1
12193	1
12209	1
12233	2
12257	1
12265	1
12289	1
12297	1
12305	1
12313	1
12337	1
12353	1
12361	2
12385	1
12393	1
12401	2
12417	4
12465	3
12481	2
12489	1
12497	1
12521	1
12537	5
12553	1
12561	4
12569	1
12577	1
12593	1
12609	1
12649	1
12665	2
12673	1
12737	6
12745	3
12753	2
12761	1
12777	2
12785	1
12793	1
12801	3
12809	2
12825	1
12849	1
12857	3
12873	1
12881	1
12889	2
12905	1
12913	2
12929	2
12945	2
12961	1
12969	1
12977	1
12985	2
12993	1
13001	5
13017	2
13025	1
13041	1
13065	1
13113	2
13121	1
13129	1
13137	2
